name,phone,full_address,district,city,province,postal_code,reviews_score,reviews_amount,latitude,longitude,googlemaps_link
GERAI KUNCI  KERAN,(024) 3567891,"Jalan K.H. Agus Salim Ruko THD Baru Blok D No.2, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.9,13,-6.977502,110.3460379,"https://www.google.com/maps/place/GERAI+KUNCI+%26+KERAN/@-6.977502,110.3460379,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0xf62b368c727546cf!8m2!3d-6.9704751!4d110.4295231!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F1hm3lshby?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Pusat Teknik,6287700155566,"Jalan Kh Agus Salim No 49, Jl. Komp. Pertokoan Jurnatan No.Ruko Kav 10, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50137",Semarang Tengah,Semarang City,Central Java,50137,4.4,70,-6.977502,110.3460379,"https://www.google.com/maps/place/Pusat+Teknik/@-6.977502,110.3460379,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0xfb4e81801fd2e166!8m2!3d-6.9703446!4d110.429968!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQVzdG9yZeABAA!16s%2Fg%2F1hm35h21s?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Bangunan Mahkota,6285641234517,"Jl. Kol. Imam Suparto No.Kav. 29, Bulusan, Kec. Tembalang, Kota Semarang, Jawa Tengah 50277",Kec. Tembalang,Kota Semarang,Jawa Tengah,50277,4.5,73,-7.0607104,110.3752045,"https://www.google.com/maps/place/Toko+Bangunan+Mahkota/@-7.0607104,110.3752045,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708ea22a03112b:0x98688de6b81f4d43!8m2!3d-7.0607104!4d110.4473023!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1hm3c8y8x?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Besi  Cat,,"2CJC666, Jl. Petek, Purwosari, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50172",Kec. Semarang Utara,Kota Semarang,Jawa Tengah,50172,3.8,16,-6.9694722,110.3484263,"https://www.google.com/maps/place/Toko+Besi+%26+Cat/@-6.9694722,110.3484263,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f4a94c7fe965:0xf2d7501d3c722031!8m2!3d-6.9694722!4d110.4205241!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11ddwwf2q3?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
"CV. Lestari Abadi - Toko HPL, Edging, Taco sheet",6281904366332,"Jl. Patimura No.8A, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50227",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50227,4.4,480,-6.9694722,110.3484263,"https://www.google.com/maps/place/CV.+Lestari+Abadi+-+Toko+HPL,+Edging,+Taco+sheet/@-6.9694722,110.3484263,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f351546d066d:0xedace1133ce1b493!8m2!3d-6.9695625!4d110.4325099!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARZob21lX2ltcHJvdmVtZW50X3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU41ZHpoZmMzQkJSUkFC4AEA!16s%2Fg%2F11g6ntxdk4?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Alpha Utama Mandiri.PT - Semarang,(024) 3545620,"Komplek Pertokoan Jurnatan Blok A15, JL.Cendrawasih, Semarang, 50117, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50137",Semarang Tengah,Semarang City,Central Java,50137,4.1,10,-6.9694722,110.3484263,"https://www.google.com/maps/place/Alpha+Utama+Mandiri.PT+-+Semarang/@-6.9694722,110.3484263,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f3567dbf05e1:0xcac1de979c578f94!8m2!3d-6.9695958!4d110.4296414!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARh3b29kd29ya2luZ19zdXBwbHlfc3RvcmXgAQA!16s%2Fg%2F1hc8972mx?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Besi Purnomo,6281390865686,"Jl. Abdulrahman Saleh No.106, Manyaran, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50145",Kec. Semarang Barat,Kota Semarang,Jawa Tengah,50145,4.7,27,-6.9931754,110.3080849,"https://www.google.com/maps/place/Toko+Besi+Purnomo/@-6.9931754,110.3080849,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708b20c7fc03b5:0x39dc3aecd484b32a!8m2!3d-6.9931754!4d110.3801827!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11f3s3l4yv?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Budi Jaya Toko,(024) 3546595,"Gg. Baru No.49, Kranggan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50139",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50139,,,-6.9757799,110.3535427,"https://www.google.com/maps/place/Budi+Jaya+Toko/@-6.9757799,110.3535427,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708b5547393eff:0x8083573899cbb44!8m2!3d-6.9757799!4d110.4256405!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1hc74yxfv?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Sumber Makmur,(024) 3511492,"Jl. Layur No.75, Dadapsari, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50173",Kec. Semarang Utara,Kota Semarang,Jawa Tengah,50173,,,-6.9757799,110.3535427,"https://www.google.com/maps/place/Toko+Sumber+Makmur/@-6.9757799,110.3535427,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f4a6205e63eb:0x661865b14b8d915e!8m2!3d-6.9650937!4d110.4218305!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11bc7ry6p6?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Arumi,6287886371902,"Ax Citarum Semarang, Jl. Citarum No.53, Bugangan, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,4.3,15,-6.9757799,110.3535427,"https://www.google.com/maps/place/Arumi/@-6.9757799,110.3535427,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f35205542f99:0x73394ec60b5d1d80!8m2!3d-6.9701566!4d110.4374009!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11bz_0m8jx?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Istana Besi,(024) 3550780,"Jl. K.H. Agus Salim No.1 Kav. 49, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.3,553,-6.9757799,110.3535427,"https://www.google.com/maps/place/Istana+Besi/@-6.9757799,110.3535427,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f355f0fa14d3:0x1e43676d855fce58!8m2!3d-6.9702889!4d110.4303022!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQp0b29sX3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5sTmtzM2NubFJSUkFC4AEA!16s%2Fg%2F1tjxnvvx?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Tjandra Kurniawan,(024) 3514997,"Jl. Gajahmada No.95a, Gabahan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50134,5.0,1,-6.9757799,110.3535427,"https://www.google.com/maps/place/Tjandra+Kurniawan/@-6.9757799,110.3535427,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708b56e86dd9f3:0x4b241a20ed3f68dc!8m2!3d-6.9820379!4d110.4213261!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1pzt8hv_h?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Citra Toko,(024) 3519881,"JL. Letjen Haryono MT No.498, Jagalan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50136",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50136,,,-6.9757799,110.3535427,"https://www.google.com/maps/place/Citra+Toko/@-6.9757799,110.3535427,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708cab9346fd4b:0x43a383e795ff33ba!8m2!3d-6.9783295!4d110.4314309!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1pzrwldnl?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Bahan Bangunan Makmur,6281904982789,"Jl. Abdulrahman Saleh No.154, Manyaran, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50183",Kec. Semarang Barat,Kota Semarang,Jawa Tengah,50183,5.0,6,-6.9966209,110.3081244,"https://www.google.com/maps/place/Toko+Bahan+Bangunan+Makmur/@-6.9966209,110.3081244,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708b203c6fb6f9:0x47d36d0346902351!8m2!3d-6.9966209!4d110.3802222!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11g0g_zjy3?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB. Tiga Tujuh 37,,"Jl. Erowati Raya No.37, RT.07RW.03, Bulu Lor, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50179",Kec. Semarang Utara,Kota Semarang,Jawa Tengah,50179,4.8,4,-6.9744865,110.3306769,"https://www.google.com/maps/place/TB.+Tiga+Tujuh+37/@-6.9744865,110.3306769,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f4b564908321:0x6434d444ad9bf664!8m2!3d-6.9744865!4d110.4027747!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11bzrp_80x?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TJU TRUSS,(024) 3519446,"Jl. Patimura No.6C, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,4.7,3,-6.9695751,110.3600779,"https://www.google.com/maps/place/TJU+TRUSS/@-6.9695751,110.3600779,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f35400ba1323:0xe0b54a936ad65afe!8m2!3d-6.9695751!4d110.4321757!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11bc7r_5n4?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Granita Alam CV,(024) 3556964,"Blk. A, Jl. K.H. Agus Salim Blok A No.2223, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,,,-6.9695751,110.3600779,"https://www.google.com/maps/place/Granita+Alam+CV/@-6.9695751,110.3600779,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f355e6475501:0x5877330231c9ca09!8m2!3d-6.9709744!4d110.4280475!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1tf1kywv?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Semen Gresik Mumbul,,"Jl. Petolongan No.42, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,,,-6.9695751,110.3600779,"https://www.google.com/maps/place/Semen+Gresik+Mumbul/@-6.9695751,110.3600779,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f355980b685d:0x9c2aa7f05d632887!8m2!3d-6.9728164!4d110.4282447!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11hb9q3m7r?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Ong Sik Liong Fa,(024) 3540345,"Jl. Pekojan No.79, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,,,-6.9695751,110.3600779,"https://www.google.com/maps/place/Ong+Sik+Liong+Fa/@-6.9695751,110.3600779,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f3550e5fe93f:0xab5034d7652b58ae!8m2!3d-6.9737961!4d110.4282294!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1pzs1ztqz?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Agung Wijaya Toko,(024) 3547529,"JL. KH Wahid Hasyim 93 RT 00702, Semarang, Kauman, Semarang Tengah, Semarang City, Central Java 50188",Semarang Tengah,Semarang City,Central Java,50188,,,-6.9695751,110.3600779,"https://www.google.com/maps/place/Agung+Wijaya+Toko/@-6.9695751,110.3600779,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f4aad32aa9c5:0xd95d8da27862ac1a!8m2!3d-6.9753196!4d110.423759!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1hc180p4j?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Sinar Kencana Putra,6282227007030,"Jl. MT. Haryono No.140, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50124",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50124,5.0,5,-6.9695751,110.3600779,"https://www.google.com/maps/place/Sinar+Kencana+Putra/@-6.9695751,110.3600779,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f308fc202d27:0x5c5793ef1a79d8f9!8m2!3d-6.9722245!4d110.4312289!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQVzdG9yZeABAA!16s%2Fg%2F11rgx0n5y2?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
CV. Sarana Cipta Graha (SCG),(024) 3513666,"Jl. K.H. Agus Salim No.D 18A, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.8,26,-6.9695751,110.3600779,"https://www.google.com/maps/place/CV.+Sarana+Cipta+Graha+(SCG)/@-6.9695751,110.3600779,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f355db31913d:0xa02595034a43612e!8m2!3d-6.9705943!4d110.4281897!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQp0aWxlX3N0b3Jl4AEA!16s%2Fg%2F11f3xhh4_f?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Sukses Semua Saya Sejahtera,6281325861658,"Jl. Ngembun No.182, Mlatibaru, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50122",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50122,5.0,2,-6.9695751,110.3600779,"https://www.google.com/maps/place/Sukses+Semua+Saya+Sejahtera/@-6.9695751,110.3600779,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f3d11c37811d:0x5ef5cb1c6ed6bb1!8m2!3d-6.9668087!4d110.434355!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQp0b29sX3N0b3Jl4AEA!16s%2Fg%2F11hdqvr3t7?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko SGT,(024) 3586417,"Jl. Citarum No.84, Bugangan, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,,,-6.9695751,110.3600779,"https://www.google.com/maps/place/Toko+SGT/@-6.9695751,110.3600779,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f352208705ab:0x88d4e7f1baa930a4!8m2!3d-6.9699469!4d110.4376576!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1pzv7409y?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Master Kunci Rafes,(024) 3547390,"Jl. MT. Haryono No.7, RW.05, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.9,11,-6.9695751,110.3600779,"https://www.google.com/maps/place/Master+Kunci+Rafes/@-6.9695751,110.3600779,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f3018b128deb:0xbb33b2cf4777889e!8m2!3d-6.9708563!4d110.4309801!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F11h8rnzmf5?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Sidorejo Toko,(024) 3519631,"Jl. Sidorejo No.131, Sarirejo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50124",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50124,5.0,1,-6.9695751,110.3600779,"https://www.google.com/maps/place/Sidorejo+Toko/@-6.9695751,110.3600779,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708cac8aafb391:0xed2b1e0c43342fc0!8m2!3d-6.9769804!4d110.4347443!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQtwYWludF9zdG9yZeABAA!16s%2Fg%2F1pzr7rvf9?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
